name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Boston,2015-12-04,47.9,37.6,43.1,42.6,31.2,37.3,29.4,58.5,0,0,0,,0,0,29.8,19.4,282.8,1026.9,27.9,9.9,104.7,9,4,,2015-12-04T06:56:39,2015-12-04T16:11:53,0.78,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KOWD,72509854704,KBED,KBOS,72509014739,72505914702"
Boston,2015-12-05,52.1,38.5,43.4,52.1,32.8,39.5,33.1,67.6,0,0,0,,0,0,,10.2,255.9,1035.8,0,9.9,102.2,8.9,4,,2015-12-05T06:57:39,2015-12-05T16:11:43,0.82,Clear,Clear conditions throughout the day.,clear-day,"KOWD,72509854704,KBED,KBOS,72509014739,72505914702"
Boston,2015-12-06,57.8,35.5,44.7,57.8,27.6,41.1,32.2,64.5,0,0,0,,0,0,,12.6,224.7,1029.1,22.2,9.4,102.5,8.9,4,,2015-12-06T06:58:38,2015-12-06T16:11:35,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,72509854704,KBED,KBOS,72509014739,72505914702"
Boston,2015-12-07,56.1,37.6,45.4,56.1,31.3,41.9,32.2,62.7,0,0,0,,0,0,,15.8,252.7,1019.1,59,8.7,100.5,8.7,4,,2015-12-07T06:59:35,2015-12-07T16:11:30,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,72509854704,KBED,KBOS,72509014739,72505914702"
Boston,2015-12-08,44.1,37.1,40.6,37.8,30.6,34.2,32.7,73.5,0,0,0,,0,0,26.3,18,9,1019.8,99.1,9.9,61.5,5.4,3,,2015-12-08T07:00:31,2015-12-08T16:11:27,0.91,Overcast,Cloudy skies throughout the day.,cloudy,"KOWD,72509854704,KBED,KBOS,72509014739,72505914702"
Boston,2015-12-09,46.1,37.1,41.6,42,33.6,37.7,32.9,71.1,0,0,0,,0,0,27.7,16.8,170.6,1020.9,98.5,9.9,77.3,6.6,4,,2015-12-09T07:01:26,2015-12-09T16:11:26,0.94,Overcast,Cloudy skies throughout the day.,cloudy,"KOWD,72509854704,KBED,KBOS,72509014739,72505914702"
Boston,2015-12-10,57.8,44,48.8,57.8,37.7,46.8,44.2,84.6,0,0,0,,0,0,,16.9,167.5,1015.5,78.2,9.5,69.3,5.9,3,,2015-12-10T07:02:19,2015-12-10T16:11:28,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,72509854704,KBED,KBOS,72509014739,72505914702"
Boston,2015-12-11,57.8,43.9,50.2,57.8,41.5,49.4,46.7,88.3,0,0,0,,0,0,24.2,12.5,205.8,1012.9,73.7,5.5,72.5,6.2,4,,2015-12-11T07:03:10,2015-12-11T16:11:33,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,72509854704,KBED,KBOS,72509014739,72505914702"
Boston,2015-12-12,60.2,50.7,53.5,60.2,50.7,53.5,38.9,58.4,0,0,0,,0,0,20.8,14.5,256.5,1018,58.5,9.8,77.5,6.8,3,,2015-12-12T07:04:00,2015-12-12T16:11:40,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,72509854704,KBED,KBOS,72509014739,72505914702"
Boston,2015-12-13,52,46.2,49.5,52,40.8,47.7,39.7,69.2,0,0,0,,0,0,,14.7,72.9,1022.2,99.5,9.9,78.7,6.8,3,,2015-12-13T07:04:47,2015-12-13T16:11:49,0.08,Overcast,Cloudy skies throughout the day.,cloudy,"KOWD,72509854704,KBED,KBOS,72509014739,72505914702"
Boston,2015-12-14,53.2,46.1,48,53.2,42.3,46.6,44.8,88.9,0.284,100,12.5,rain,0,0,,10.1,105.4,1012.4,100,5,25.5,2.1,1,,2015-12-14T07:05:34,2015-12-14T16:12:00,0.12,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"KOWD,72509854704,KBED,KBOS,72509014739,72505914702"
Boston,2015-12-15,60.9,49.9,54.9,60.9,43.3,54,45.9,73.9,0.328,100,25,rain,0,0,37.9,23.9,273.2,996.9,57.7,9.2,90.7,7.8,4,,2015-12-15T07:06:18,2015-12-15T16:12:14,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"KOWD,72509854704,KBED,KBOS,72509014739,72505914702"
Boston,2015-12-16,47.9,38.6,41.8,43.6,32.4,36.5,31.5,66.9,0,0,0,,0,0,18.3,13.7,54.7,1019.2,63.5,9.9,99.4,8.7,4,,2015-12-16T07:07:00,2015-12-16T16:12:31,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,72509854704,KBED,KBOS,72509014739,72505914702"
Boston,2015-12-17,51.1,39.7,46,51.1,32,42.2,42.6,87.9,0.524,100,37.5,rain,0,0,,14.7,138.9,1014.6,99.5,7.2,11.1,0.9,1,,2015-12-17T07:07:41,2015-12-17T16:12:49,0.22,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"KOWD,72509854704,KBED,KBOS,72509014739,72505914702"
Boston,2015-12-18,52,38.9,46.8,52,31.7,42.7,41.4,82.3,0.074,100,20.83,rain,0,0,23,13.7,306.5,1003.4,91.4,7.8,28,2.5,2,,2015-12-18T07:08:19,2015-12-18T16:13:11,0.25,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"KOWD,72509854704,KBED,KBOS,72509014739,72505914702"
Boston,2015-12-19,39.8,33.1,37,32,22.2,27.9,16.7,44.2,0,0,0,,0,0,33.7,21.7,273.2,1011.9,46.9,9.9,79.7,6.9,4,,2015-12-19T07:08:56,2015-12-19T16:13:34,0.29,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,72509854704,KBED,KBOS,72509014739,72505914702"
Boston,2015-12-20,41,30.8,35.8,34.8,21,28.4,18,48.4,0,0,0,,0,0,18.3,16.9,250.5,1027.5,45.6,9.9,92.7,8,4,,2015-12-20T07:09:30,2015-12-20T16:14:00,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,72509854704,KBED,KBOS,72509014739,72505914702"
Boston,2015-12-21,52.1,31.7,44.9,52.1,24.6,40.2,32,61,0,0,0,,0,0,40.3,29.5,219.6,1022.2,68.9,9.9,36.5,3.3,2,,2015-12-21T07:10:02,2015-12-21T16:14:28,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,72509854704,KBED,KBOS,72509014739,72505914702"
Boston,2015-12-22,59,48.8,53.6,59,45.9,53.3,49.1,85.2,0.241,100,41.67,rain,0,0,21.9,15.9,218.4,1015.6,84.9,7.9,16.1,1.4,1,,2015-12-22T07:10:32,2015-12-22T16:14:58,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KOWD,72509854704,KBED,KBOS,72509014739,72505914702"
Boston,2015-12-23,55.7,45.8,49.5,55.7,41.4,47.6,47.1,91.6,0.68,100,20.83,rain,0,0,,18,74.7,1021.8,91.1,7.2,49.5,4.4,3,,2015-12-23T07:11:00,2015-12-23T16:15:30,0.44,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"KOWD,72509854704,KBED,KBOS,72509014739,72505914702"
Boston,2015-12-24,69.2,48.9,57.3,69.2,44.6,56.8,54.7,91.7,0.317,100,16.67,rain,0,0,28.1,19.5,233.8,1013.5,89.8,5.6,58.4,4.9,3,,2015-12-24T07:11:26,2015-12-24T16:16:05,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"KOWD,72509854704,KBED,KBOS,72509014739,72505914702"
Boston,2015-12-25,61.2,52.6,56.7,61.2,52.6,56.7,49,76.4,0,0,0,,0,0,20.8,13.5,249,1020.6,73.5,9.8,62.7,5.5,3,,2015-12-25T07:11:50,2015-12-25T16:16:41,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,72509854704,KBED,KBOS,72509014739,72505914702"
Boston,2015-12-26,55.1,42.1,46.8,55.1,39.7,44,33.1,59.5,0,0,0,,0,0,21.9,14.9,34.8,1031.2,85.6,9.9,93.2,8.1,4,,2015-12-26T07:12:11,2015-12-26T16:17:20,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,72509854704,KBED,KBOS,72509014739,72505914702"
Boston,2015-12-27,50.1,40.9,46.3,50.1,33.3,43.6,43.2,89,0.261,100,33.33,rain,0,0,26.5,16,356.5,1014.3,97.9,7.2,62.3,5.3,3,,2015-12-27T07:12:30,2015-12-27T16:18:01,0.57,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"KOWD,72509854704,KBED,KBOS,72509014739,72505914702"
Boston,2015-12-28,38,29,32.4,29.7,19,23,16.1,51.5,0,0,0,,0,0,33.3,20.5,356.7,1030.3,64.3,9.9,94,8.1,4,,2015-12-28T07:12:47,2015-12-28T16:18:43,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,72509854704,KBED,KBOS,72509014739,72505914702"
Boston,2015-12-29,39.6,25.1,32.2,29.8,13.8,21.2,28.9,87.7,1.016,100,66.67,"rain,snow",0,0,34.4,24.8,64.2,1024.3,100,3.6,21.5,2,1,,2015-12-29T07:13:01,2015-12-29T16:19:28,0.64,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,rain,"KOWD,72509854704,KBED,KBOS,72509014739,72505914702"
Boston,2015-12-30,35.8,25.1,28.2,35.8,15,21.5,25.8,90.6,0,0,0,,0,0,,10.2,339.8,1026.1,100,6.7,35.2,3.1,2,,2015-12-30T07:13:14,2015-12-30T16:20:15,0.67,Overcast,Cloudy skies throughout the day.,cloudy,"KOWD,72509854704,KBED,KBOS,72509014739,72505914702"
Boston,2015-12-31,47,33.1,39.3,42.2,28.2,34.2,33.1,80.2,0.112,100,16.67,"rain,snow",0,0,17.2,14.8,284.2,1015.9,83.1,6.5,89.1,7.5,4,,2015-12-31T07:13:23,2015-12-31T16:21:03,0.7,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with early morning snow or rain.,rain,"KOWD,72509854704,KBED,KBOS,72509014739,72505914702"
Boston,2016-01-01,40.9,34,38.1,33.7,22.5,30.4,24.6,58.3,0,0,0,,0,0,32.2,20.4,257.7,1013.5,92.4,9.8,76.4,6.6,4,,2016-01-01T07:13:31,2016-01-01T16:21:54,0.73,Overcast,Cloudy skies throughout the day.,cloudy,"KOWD,72509854704,KBED,KBOS,72509014739,72505914702"
Boston,2016-01-02,38.9,30.8,34.6,30.8,20.1,25.6,18.8,52.3,0,0,0,,0,0,26.6,19.4,262.7,1013.3,51.9,9.9,94.7,8.2,4,,2016-01-02T07:13:36,2016-01-02T16:22:46,0.75,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KOWD,72509854704,KBED,KBOS,72509014739,72505914702"
Boston,2016-01-03,43.1,30.8,36.5,37.3,21,28.6,22,56,0,0,0,,0,0,25.2,18,241.1,1008.7,46.8,9.9,96,8.3,4,,2016-01-03T07:13:38,2016-01-03T16:23:39,0.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,72509854704,KBED,KBOS,72509014739,72505914702"
Boston,2016-01-04,34.8,15.1,25.9,29.8,-0.5,15.4,13.8,59.9,0,0,0,,0,0,26.4,18,330.3,1016.5,64.8,9.2,76.2,6.5,3,,2016-01-04T07:13:38,2016-01-04T16:24:35,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,72509854704,KBED,KBOS,72509014739,72505914702"
Boston,2016-01-05,25.1,8,17.2,21.1,-8.4,5.4,-2.8,42.2,0,0,0,,0,0,21.9,15.9,312,1033,21,9.9,109.8,9.5,5,,2016-01-05T07:13:36,2016-01-05T16:25:32,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,72509854704,KBED,KBOS,72509014739,72505914702"
Boston,2016-01-06,44.1,20.6,31.6,38.2,8.9,23.5,1.7,30.3,0,0,0,,0,0,18.3,13.6,230,1031.1,13.5,9.9,109.2,9.5,5,,2016-01-06T07:13:32,2016-01-06T16:26:30,0.89,Clear,Clear conditions throughout the day.,clear-day,"KOWD,72509854704,KBED,KBOS,72509014739,72505914702"
Boston,2016-01-07,42.1,26.5,32.8,42.1,17.7,27.2,13.7,46.3,0,0,0,,0,0,,12.3,258.4,1025.9,35.4,9.9,99.1,8.5,4,,2016-01-07T07:13:25,2016-01-07T16:27:30,0.92,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,72509854704,KBED,KBOS,72509014739,72505914702"
Boston,2016-01-08,42.1,29.6,35.7,34.2,22,28.4,29,76.6,0,0,0,,0,0,,16,42.8,1024.6,81.9,9.9,100.8,8.6,4,,2016-01-08T07:13:15,2016-01-08T16:28:32,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,72509854704,KBED,KBOS,72509014739,72505914702"
Boston,2016-01-09,40.9,38,39.3,40.9,32.8,35.1,35.4,86.1,0.011,100,4.17,rain,0,0,33.3,11.2,57.8,1024.1,100,6.9,58.9,5,3,,2016-01-09T07:13:04,2016-01-09T16:29:35,0,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"KOWD,72509854704,KBED,KBOS,72509014739,72505914702"
Boston,2016-01-10,57.9,38,48.3,57.9,33.6,45.1,46.6,94.1,1.373,100,50,rain,0,0,38.9,28.5,129.8,1005.8,92.3,4.6,22.6,2,1,,2016-01-10T07:12:50,2016-01-10T16:30:39,0.02,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"KOWD,72509854704,KBED,KBOS,72509014739,72505914702"
Boston,2016-01-11,50,26,34.1,44.4,15.6,23.1,13.5,43.6,0,0,0,,0,0,37.8,26.1,276,1007.5,33,9.9,105,8.9,5,,2016-01-11T07:12:33,2016-01-11T16:31:44,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,72509854704,KBED,KBOS,72509014739,72505914702"
Boston,2016-01-12,37.1,21.6,29.8,29.6,12.5,21.8,15.8,57.4,0.08,100,8.33,"rain,snow",0,0,19.7,16.9,187.2,1012.3,57.9,9.4,98.6,8.4,5,,2016-01-12T07:12:15,2016-01-12T16:32:50,0.09,"Snow, Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain or snow.,rain,"KOWD,72509854704,KBED,KBOS,72509014739,72505914702"
Boston,2016-01-13,33,21.7,26.8,25,9.5,13.5,8.5,47.5,0,0,0,,0,0,46.6,28.4,274.2,1006.5,30.9,9.9,82.5,7.1,3,,2016-01-13T07:11:53,2016-01-13T16:33:58,0.13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,72509854704,KBED,KBOS,72509014739,72505914702"
Boston,2016-01-14,29,20.9,24.9,21.3,9.1,14.8,10.4,54.1,0,0,0,,0,0,21.9,14.8,246.7,1012.6,50.7,9.7,85.3,7.4,4,,2016-01-14T07:11:30,2016-01-14T16:35:07,0.17,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KOWD,72509854704,KBED,KBOS,72509014739,72505914702"
Boston,2016-01-15,40.9,26.5,33.8,34.7,19.2,29,24.9,69.8,0,0,0,,0,0,,13.7,119.9,1013.8,95.8,9.9,66.9,5.8,3,,2016-01-15T07:11:04,2016-01-15T16:36:16,0.2,Overcast,Cloudy skies throughout the day.,cloudy,"KOWD,72509854704,KBED,KBOS,72509014739,72505914702"
Boston,2016-01-16,42,34.9,38.1,42,26,32.3,35.7,90.8,1.209,100,50,"rain,snow",0,0,26.4,19.3,333.9,999.1,87.6,6.5,36.1,3,2,,2016-01-16T07:10:36,2016-01-16T16:37:27,0.25,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,rain,"KOWD,72509854704,KBED,KBOS,72509014739,72505914702"
Boston,2016-01-17,37.9,29,33.5,31,20,26.1,22.9,65.6,0.079,100,12.5,"rain,snow",0,0,19.7,13.6,315.3,1007.8,73,8.4,37.1,3.3,2,,2016-01-17T07:10:06,2016-01-17T16:38:39,0.27,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain or snow.,rain,"KOWD,72509854704,KBED,KBOS,72509014739,72505914702"
Boston,2016-01-18,29,20,25.4,20.2,2.6,13,12.4,60.5,0.114,100,20.83,snow,0,0.1,40.9,28.3,281.8,1003.1,60.7,7.4,84.5,7.3,4,,2016-01-18T07:09:34,2016-01-18T16:39:51,0.31,"Snow, Partially cloudy",Partly cloudy throughout the day with snow clearing later.,snow,"KOWD,72509854704,KBED,KBOS,72509014739,72505914702"
Boston,2016-01-19,24.2,16.1,20,10.6,-1.6,3.6,2.5,46,0,0,0,,0,0,41.1,27.4,278.6,1007.2,35.9,9.9,106.5,9.2,5,,2016-01-19T07:08:59,2016-01-19T16:41:04,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,72509854704,KBED,KBOS,72509014739,72505914702"
Boston,2016-01-20,32,19.1,25.2,22.3,3.7,11.7,6.9,46.1,0,0,0,,0,0,34.6,24.9,293.4,1015.7,47.6,9.9,122.2,10.5,5,,2016-01-20T07:08:22,2016-01-20T16:42:18,0.38,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KOWD,72509854704,KBED,KBOS,72509014739,72505914702"
Boston,2016-01-21,32,21.5,26.3,22,10.1,15,6.9,43.9,0,0,0,,0,0,32.8,20.7,305.3,1017.2,35,9.9,122.4,10.6,5,,2016-01-21T07:07:43,2016-01-21T16:43:32,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,72509854704,KBED,KBOS,72509014739,72505914702"
Boston,2016-01-22,30.8,19,24.6,24.1,4.6,13.8,5.8,44.6,0,0,0,,0,0,27.8,15.9,314.6,1021.8,51.4,9.9,109.5,9.4,5,,2016-01-22T07:07:02,2016-01-22T16:44:47,0.45,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KOWD,72509854704,KBED,KBOS,72509014739,72505914702"
Boston,2016-01-23,31.8,20,27.2,19.3,4.2,14.3,19.3,73.1,0.36,100,29.17,"rain,snow",0.2,0,41.7,29.6,25,1013.6,96.4,7,57,4.9,3,,2016-01-23T07:06:19,2016-01-23T16:46:03,0.5,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,snow,"KOWD,72509854704,KBED,KBOS,72509014739,72505914702"
Boston,2016-01-24,36,17.9,27.1,31,4.3,17.2,6.8,44.3,0,0,0,,0.1,0.1,32.1,23.8,344.5,1011.3,67.1,9.4,126.1,10.8,5,,2016-01-24T07:05:33,2016-01-24T16:47:19,0.52,Partially cloudy,Becoming cloudy in the afternoon.,snow,"KOWD,72509854704,KBED,KBOS,72509014739,72505914702"
Boston,2016-01-25,34.2,25.6,30.5,34.1,15.8,24,17.1,58.1,0,0,0,,0,0.1,,12.4,277.8,1023.2,50,9.9,125.2,10.7,5,,2016-01-25T07:04:46,2016-01-25T16:48:36,0.55,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KOWD,72509854704,KBED,KBOS,72509014739,72505914702"
Boston,2016-01-26,48.9,28.8,39.6,42.7,20.5,32.3,30.6,71,0,0,0,,0,0.1,36.1,22.9,209.6,1015.6,71.7,9.9,66,5.8,3,,2016-01-26T07:03:57,2016-01-26T16:49:53,0.58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,72509854704,KBED,KBOS,72509014739,72505914702"
Boston,2016-01-27,44.9,33,41.1,40.1,24.9,34.4,24.6,52.2,0,0,0,,0,0,25.3,17,277.7,1014.1,61.1,9.9,80.1,6.9,4,,2016-01-27T07:03:05,2016-01-27T16:51:10,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,72509854704,KBED,KBOS,72509014739,72505914702"
Boston,2016-01-28,42.2,26.6,33.4,35.4,20.1,27.1,20.9,60.9,0,0,0,,0,0,22.3,17.1,206.9,1013.7,30.1,9.9,132.9,11.6,5,,2016-01-28T07:02:12,2016-01-28T16:52:28,0.65,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KOWD,72509854704,KBED,KBOS,72509014739,72505914702"
Boston,2016-01-29,39.8,33,36.1,35.7,27.4,31.3,29.2,76.4,0,0,0,,0,0,23,17.1,298.5,999,91,9.7,51.9,4.4,3,,2016-01-29T07:01:17,2016-01-29T16:53:46,0.68,Overcast,Cloudy skies throughout the day.,cloudy,"KOWD,72509854704,KBED,KBOS,72509014739,72505914702"
Boston,2016-01-30,43,29.9,36,35.7,19.8,27.6,21.8,56.6,0,0,0,,0,0,30.6,23.7,239.8,1012.5,60,9.9,121.3,10.6,5,,2016-01-30T07:00:20,2016-01-30T16:55:04,0.71,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,72509854704,KBED,KBOS,72509014739,72505914702"
Boston,2016-01-31,56.1,38.9,44.5,56.1,28.9,39.1,28.3,53.5,0,0,0,,0,0,29.5,20.5,220.3,1011.3,77.2,9.9,114.7,10,5,,2016-01-31T06:59:21,2016-01-31T16:56:22,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,72509854704,KBED,KBOS,72509014739,72505914702"
Boston,2016-02-01,64.2,39,50.1,64.2,34.7,46.6,34.6,57.8,0,0,0,,0,0,31.7,21.8,254.6,1008.1,67.5,9.9,94.1,8.1,5,,2016-02-01T06:58:20,2016-02-01T16:57:41,0.78,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,72509854704,KBED,KBOS,72509014739,72505914702"
Boston,2016-02-02,48.9,37,41.8,48.9,31.9,37.6,24.4,50.9,0,0,0,,0,0,16.1,11.4,294.7,1024.2,30.3,9.9,136.7,11.7,5,,2016-02-02T06:57:18,2016-02-02T16:58:59,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,72509854704,KBED,KBOS,72509014739,72505914702"
Boston,2016-02-03,56.9,35.8,45.1,56.9,29,41.5,39.8,81.4,0.341,100,29.17,rain,0,0,39.3,29.7,171.7,1021.2,98.5,9.2,35.4,3,2,,2016-02-03T06:56:14,2016-02-03T17:00:18,0.84,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"KOWD,72509854704,KBED,KBOS,72509014739,72505914702"
Boston,2016-02-04,56,46.1,53,56,42,52,41.6,68.7,0,0,0,,0,0,29.6,16,261.6,1013.9,97,9.6,42.1,3.5,2,,2016-02-04T06:55:08,2016-02-04T17:01:37,0.87,Overcast,Cloudy skies throughout the day.,cloudy,"KOWD,72509854704,KBED,KBOS,72509014739,72505914702"
Boston,2016-02-05,44.1,26,33,40.1,13.5,23.6,27.9,82.5,0.973,100,75,"rain,snow",0.2,0,36.7,20.6,333.2,1017.6,81.7,5,41.2,3.4,2,,2016-02-05T06:54:00,2016-02-05T17:02:55,0.91,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,snow,"KOWD,72509854704,KBED,KBOS,72509014739,72505914702"
Boston,2016-02-06,35.1,23.5,29.3,26.9,14.9,20.6,20.5,69.4,0,0,0,,0.1,0.1,23,15.9,240.5,1026.1,40.3,9.9,112.6,9.7,5,,2016-02-06T06:52:51,2016-02-06T17:04:14,0.94,Partially cloudy,Partly cloudy throughout the day.,snow,"KOWD,72509854704,KBED,KBOS,72509014739,72505914702"
Boston,2016-02-07,44.1,29.7,35.2,42.7,19.7,28.5,25.2,67.3,0,0,0,,0,0.1,,20.6,139,1020.7,37.6,9.9,127,10.9,5,,2016-02-07T06:51:41,2016-02-07T17:05:33,0.97,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KOWD,72509854704,KBED,KBOS,72509014739,72505914702"
Boston,2016-02-08,38,18,25.2,27.5,1.4,11,19.2,78.1,0.252,100,50,snow,0,0.1,44.7,32.7,16.5,1010.2,100,4.3,27.2,2.5,1,,2016-02-08T06:50:28,2016-02-08T17:06:51,0,"Snow, Overcast",Cloudy skies throughout the day with snow.,rain,"KOWD,72509854704,KBED,KBOS,72509014739,72505914702"
Boston,2016-02-09,29,20,24,29,6.4,16.7,16.8,74,0.012,100,4.17,snow,0,0.2,,14.8,335.7,1004.9,90.4,9.3,96.3,8.5,5,,2016-02-09T06:49:15,2016-02-09T17:08:10,0.04,"Snow, Overcast",Cloudy skies throughout the day with early morning snow.,snow,"KOWD,72509854704,KBED,KBOS,72509014739,72505914702"
Boston,2016-02-10,35.1,23.7,29.8,30.1,15.8,24,23.9,78.7,0,0,0,,0,0.2,18.3,14.7,216.1,1002.3,70.3,7.9,49.7,4.3,2,,2016-02-10T06:47:59,2016-02-10T17:09:28,0.07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,72509854704,KBED,KBOS,72509014739,72505914702"
Boston,2016-02-11,30.7,12.8,23.6,22.1,-5.5,10.4,9.2,54.6,0.003,100,4.17,snow,0,0.1,35.7,24,276,1007.6,51.4,9.3,83.4,7.2,3,,2016-02-11T06:46:43,2016-02-11T17:10:46,0.11,"Snow, Partially cloudy",Partly cloudy throughout the day with afternoon snow.,snow,"KOWD,72509854704,KBED,KBOS,72509014739,72505914702"
Boston,2016-02-12,22.9,7.9,16,16.6,-10.4,2.9,-1.1,46.2,0,0,0,,0,0.1,29.8,20.5,257.2,1018.7,55.6,9.9,145.1,12.4,6,,2016-02-12T06:45:25,2016-02-12T17:12:04,0.14,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KOWD,72509854704,KBED,KBOS,72509014739,72505914702"
Boston,2016-02-13,22.9,-1,15.8,13.3,-22.3,0.9,-2.1,45.9,0,0,0,,0,0.1,36.6,24,287.9,1012.8,63.5,9.9,80.5,6.9,4,,2016-02-13T06:44:05,2016-02-13T17:13:22,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KOWD,72509854704,KBED,KBOS,72509014739,72505914702"
Boston,2016-02-14,11,-9.1,1.4,-3.4,-36.1,-18.9,-18.8,37.9,0,0,0,,0,0.1,34.2,24.9,298,1027.8,9.6,9.9,172.5,14.9,6,,2016-02-14T06:42:45,2016-02-14T17:14:39,0.22,Clear,Clear conditions throughout the day.,clear-day,"KOWD,72509854704,KBED,KBOS,72509014739,72505914702"
Boston,2016-02-15,33.8,4.6,15.2,27.1,-9.4,6.5,0.8,54.1,0.226,100,16.67,"rain,snow",0,0.1,,12.5,193.7,1033.1,66.5,8.3,102.4,8.8,4,,2016-02-15T06:41:23,2016-02-15T17:15:57,0.25,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain or snow.,rain,"KOWD,72509854704,KBED,KBOS,72509014739,72505914702"
Boston,2016-02-16,54,30.8,44.2,54,25.1,40.8,42.5,93.7,0.661,100,58.33,"rain,snow",0,0.1,44.7,28.6,177.3,1010.4,95.3,6.3,59.5,5.1,3,,2016-02-16T06:40:00,2016-02-16T17:17:14,0.29,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,rain,"KOWD,72509854704,KBED,KBOS,72509014739,72505914702"
Boston,2016-02-17,46,34,38.9,40.6,26.9,32.1,25.9,60.3,0,0,0,,0,0,26.2,19.4,287.7,1011.6,40.9,9.9,141.8,12.3,6,,2016-02-17T06:38:35,2016-02-17T17:18:31,0.32,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KOWD,72509854704,KBED,KBOS,72509014739,72505914702"
